Date,Origin Movement ID,Destination Movement ID,AM Mean Travel Time (Seconds),PM Mean Travel Time (Seconds),Midday Mean Travel Time (Seconds),Evening Mean Travel Time (Seconds),Early Morning Mean Travel Time (Seconds)
12/06/2019,517.0,364.0,1667.0,2000.0,2110.0,1578.0,1204.0
12/07/2019,517.0,364.0,1032.0,1973.0,1589.0,1662.0,1032.0
12/08/2019,517.0,364.0,1045.0,1969.0,1580.0,1328.0,1126.0
12/09/2019,517.0,364.0,1542.0,1684.0,1627.0,1284.0,1034.0
12/10/2019,517.0,364.0,1671.0,1865.0,2030.0,1298.0,947.0
12/11/2019,517.0,364.0,1784.0,2018.0,1965.0,1438.0,901.0
12/12/2019,517.0,364.0,1658.0,2291.0,2133.0,1656.0,998.0
12/13/2019,517.0,364.0,1472.0,2007.0,1672.0,1694.0,1156.0
12/14/2019,517.0,364.0,1004.0,1879.0,1443.0,1694.0,1125.0
12/15/2019,517.0,364.0,958.0,1849.0,1501.0,1202.0,977.0
12/16/2019,517.0,364.0,1592.0,1505.0,1481.0,1232.0,930.0
12/17/2019,517.0,364.0,1502.0,1652.0,1765.0,1351.0,924.0
12/18/2019,517.0,364.0,1600.0,1960.0,1691.0,1316.0,963.0
12/19/2019,517.0,364.0,1567.0,1986.0,2021.0,1370.0,1057.0
12/20/2019,517.0,364.0,1569.0,1849.0,1685.0,1362.0,969.0
12/21/2019,517.0,364.0,1044.0,1701.0,1371.0,1433.0,929.0
12/22/2019,517.0,364.0,888.0,1596.0,1311.0,1212.0,910.0
12/23/2019,517.0,364.0,1104.0,1475.0,1383.0,1170.0,883.0
12/24/2019,517.0,364.0,1016.0,1195.0,1136.0,1113.0,942.0
12/25/2019,517.0,364.0,848.0,1353.0,1051.0,1158.0,808.0
12/26/2019,517.0,364.0,932.0,1383.0,1238.0,1139.0,948.0
12/27/2019,517.0,364.0,975.0,1411.0,1271.0,1292.0,854.0
12/28/2019,517.0,364.0,942.0,1574.0,1235.0,1392.0,844.0
12/29/2019,517.0,364.0,914.0,1933.0,1346.0,1283.0,897.0
12/30/2019,517.0,364.0,960.0,1441.0,1252.0,1243.0,905.0
12/31/2019,517.0,364.0,920.0,1385.0,1264.0,1506.0,843.0
01/01/2020,517.0,364.0,1024.0,1599.0,1278.0,1060.0,1276.0
01/02/2020,517.0,364.0,1155.0,1365.0,1234.0,1144.0,928.0
01/03/2020,517.0,364.0,1067.0,1341.0,1262.0,1175.0,850.0
01/04/2020,517.0,364.0,857.0,1396.0,1171.0,1227.0,912.0
01/05/2020,517.0,364.0,874.0,1301.0,1186.0,1028.0,858.0
01/06/2020,517.0,364.0,1248.0,1283.0,1243.0,1077.0,871.0
01/07/2020,517.0,364.0,1270.0,1229.0,1349.0,1033.0,817.0
01/08/2020,517.0,364.0,1367.0,1439.0,1298.0,1030.0,823.0
01/09/2020,517.0,364.0,1484.0,1346.0,1427.0,1138.0,842.0
01/10/2020,517.0,364.0,1256.0,1313.0,1444.0,1130.0,831.0
01/11/2020,517.0,364.0,908.0,1299.0,1136.0,1145.0,892.0
01/12/2020,517.0,364.0,902.0,1146.0,1113.0,989.0,918.0
01/13/2020,517.0,364.0,1580.0,1417.0,1585.0,1135.0,887.0
01/14/2020,517.0,364.0,1453.0,1464.0,1488.0,1137.0,843.0
01/15/2020,517.0,364.0,1584.0,1517.0,1670.0,1171.0,918.0
01/16/2020,517.0,364.0,1385.0,1700.0,1650.0,1269.0,913.0
01/17/2020,517.0,364.0,1432.0,1570.0,1534.0,1237.0,855.0
01/18/2020,517.0,364.0,1034.0,1583.0,1212.0,1236.0,931.0
01/19/2020,517.0,364.0,896.0,1397.0,1253.0,1053.0,964.0
01/20/2020,517.0,364.0,1588.0,1585.0,1548.0,1090.0,861.0
01/21/2020,517.0,364.0,1660.0,1820.0,1599.0,1140.0,850.0
01/22/2020,517.0,364.0,1666.0,1591.0,1550.0,1167.0,920.0
01/23/2020,517.0,364.0,1466.0,1602.0,1636.0,1257.0,853.0
01/24/2020,517.0,364.0,1494.0,1740.0,1641.0,1321.0,870.0
01/25/2020,517.0,364.0,1014.0,1455.0,1347.0,1267.0,954.0
01/26/2020,517.0,364.0,981.0,1659.0,1424.0,1079.0,965.0
01/27/2020,517.0,364.0,1518.0,1541.0,1595.0,1117.0,892.0
01/28/2020,517.0,364.0,1560.0,1480.0,1625.0,1191.0,926.0
01/29/2020,517.0,364.0,1492.0,1573.0,1622.0,1179.0,915.0
01/30/2020,517.0,364.0,1506.0,1680.0,1672.0,1315.0,892.0
01/31/2020,517.0,364.0,1533.0,1841.0,1617.0,1308.0,935.0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
02/01/2020,517.0,364.0,1130.0,1514.0,1301.0,1311.0,1002.0
02/02/2020,517.0,364.0,863.0,1439.0,1184.0,1112.0,999.0
02/03/2020,517.0,364.0,1629.0,1390.0,1491.0,1034.0,923.0
02/04/2020,517.0,364.0,1577.0,1613.0,1659.0,1273.0,782.0
02/05/2020,517.0,364.0,1464.0,1499.0,1543.0,1190.0,898.0
02/06/2020,517.0,364.0,1641.0,1606.0,1593.0,1232.0,931.0
02/07/2020,517.0,364.0,1341.0,1531.0,1566.0,1242.0,894.0
02/08/2020,517.0,364.0,1051.0,1284.0,1210.0,1303.0,938.0
02/09/2020,517.0,364.0,837.0,1206.0,1271.0,1032.0,954.0
02/10/2020,517.0,364.0,1624.0,1469.0,1577.0,1163.0,869.0
02/11/2020,517.0,364.0,1700.0,1497.0,1534.0,1241.0,930.0
02/12/2020,517.0,364.0,1603.0,1674.0,1867.0,1244.0,935.0
02/13/2020,517.0,364.0,1768.0,2031.0,1915.0,1366.0,959.0
02/14/2020,517.0,364.0,1606.0,1856.0,1850.0,1350.0,904.0
02/15/2020,517.0,364.0,1083.0,1895.0,1480.0,1353.0,1034.0
02/16/2020,517.0,364.0,923.0,1437.0,1514.0,1171.0,979.0
02/17/2020,517.0,364.0,1685.0,1546.0,1740.0,1123.0,929.0
02/18/2020,517.0,364.0,1411.0,1580.0,1836.0,1245.0,918.0
02/19/2020,517.0,364.0,1794.0,1700.0,1754.0,1214.0,885.0
02/20/2020,517.0,364.0,1558.0,1847.0,1866.0,1241.0,927.0
02/21/2020,517.0,364.0,1415.0,1742.0,1700.0,1239.0,919.0
02/22/2020,517.0,364.0,1153.0,1575.0,1497.0,1291.0,947.0
02/23/2020,517.0,364.0,867.0,1479.0,1443.0,1159.0,1028.0
02/24/2020,517.0,364.0,1811.0,1561.0,1843.0,1109.0,915.0
02/25/2020,517.0,364.0,1685.0,1837.0,1794.0,1163.0,853.0
02/26/2020,517.0,364.0,2018.0,1972.0,2024.0,1409.0,997.0
02/27/2020,517.0,364.0,1838.0,2050.0,2244.0,1481.0,975.0
02/28/2020,517.0,364.0,1599.0,1668.0,1794.0,1356.0,954.0
02/29/2020,517.0,364.0,1120.0,1656.0,1379.0,1311.0,1016.0
03/01/2020,517.0,364.0,905.0,1443.0,1270.0,1102.0,998.0
03/02/2020,517.0,364.0,1630.0,1510.0,1620.0,1152.0,906.0
03/03/2020,517.0,364.0,1618.0,1666.0,1813.0,1305.0,840.0
03/04/2020,517.0,364.0,1744.0,1923.0,1842.0,1232.0,922.0
03/05/2020,517.0,364.0,1755.0,2201.0,2211.0,1388.0,878.0
03/06/2020,517.0,364.0,1666.0,1776.0,1807.0,1307.0,914.0
03/07/2020,517.0,364.0,998.0,1413.0,1299.0,1348.0,960.0
03/08/2020,517.0,364.0,892.0,1261.0,1311.0,1107.0,909.0
03/09/2020,517.0,364.0,1599.0,1673.0,1685.0,1157.0,982.0
03/10/2020,517.0,364.0,1639.0,1548.0,1797.0,1192.0,844.0
03/11/2020,517.0,364.0,1762.0,1737.0,1791.0,1232.0,923.0
03/12/2020,517.0,364.0,1594.0,1697.0,1812.0,1277.0,903.0
03/13/2020,517.0,364.0,1443.0,1577.0,1506.0,1183.0,973.0
03/14/2020,517.0,364.0,962.0,1557.0,1484.0,1195.0,950.0
03/15/2020,517.0,364.0,862.0,1229.0,1102.0,1016.0,872.0
03/16/2020,517.0,364.0,1435.0,1574.0,1574.0,1195.0,909.0
03/17/2020,517.0,364.0,1286.0,1333.0,1399.0,971.0,877.0
03/18/2020,517.0,364.0,1224.0,1213.0,1409.0,1031.0,807.0
03/19/2020,517.0,364.0,1342.0,1461.0,1400.0,1082.0,791.0
03/20/2020,517.0,364.0,1168.0,1071.0,1219.0,937.0,802.0
03/21/2020,517.0,364.0,818.0,894.0,981.0,901.0,803.0
03/22/2020,517.0,364.0,712.0,863.0,1020.0,835.0,705.0
03/23/2020,517.0,364.0,936.0,1622.0,1122.0,869.0,780.0
03/24/2020,517.0,364.0,896.0,1074.0,899.0,771.0,847.0
03/25/2020,517.0,364.0,847.0,864.0,1026.0,902.0,764.0
03/26/2020,517.0,364.0,842.0,862.0,907.0,,
03/27/2020,517.0,364.0,727.0,1173.0,932.0,973.0,
03/28/2020,517.0,364.0,745.0,1504.0,1240.0,1757.0,941.0
03/29/2020,517.0,364.0,,828.0,887.0,853.0,
03/30/2020,517.0,364.0,753.0,918.0,993.0,791.0,
